strctid,blockid,parcelid,huestimate,x,y,landuse,guid,d_sf,insignific,moderate,heavy,complete
"41007025036001001S",410079509005009,25036,1,-123.931175232,45.9859886169,200,"a2907037-ebdf-4de3-9afd-0216313bb7e0",1,.1293493,.4729938,.3480119,.049645
"41007025037001001S",410079509004000,25037,1,-123.924118042,45.9861183167,140,"90ba0166-7f6f-4ff6-8a2a-bb249dc71c00",1,.1325711,.4756054,.3437132,.0481104
"41007025038001001S",410079509005038,25038,1,-123.929649353,45.9859542847,130,"b78a220a-e3fa-4bd0-9afe-412728d668e6",1,.1299783,.4735133,.3471681,.0493403
"41007025040001001S",410079509004007,25040,2,-123.928672791,45.9859848022,141,"b620c72e-a60e-4301-8228-0ef80660dd75",0,.1304319,.4738851,.3465609,.0491221
"41007025041002001S",410079509003041,25041,1,-123.916152954,45.9861717224,192,"0153ab0b-1665-4d4e-8dac-0fb457fc8d90",1,.0245551,.4174147,.4612096,.0968205
"41007025041002002S",410079509003041,25041,1,-123.916152954,45.9861717224,192,"08fbc570-c296-44ca-86b6-2204b2a4ff7e",1,.0245551,.4174147,.4612096,.0968205
"41007025042001001S",410079511001054,25042,2,-123.914909363,45.9863815308,232,"b3c2e943-12d4-4110-9abd-8abe548b7ad3",0,.0371848,.2412117,.444918,.2766856
"41007025043001001S",410079509004007,25043,2,-123.92741394,45.9859886169,140,"faa3949a-368f-4d57-b114-92b3ef4f1707",0,.0230431,.4083033,.4671291,.1015246
"41007025045001001S",410079509004007,25045,1,-123.926704407,45.9860038757,146,"a947e1f9-2c9f-4f7a-b458-2b0585d5fd41",1,.0044184,.1708631,.4817484,.3429701
"41007025049001001S",410079509005038,25049,2,-123.929267883,45.9858970642,144,"a3480c97-8092-4023-a99e-337eee448c42",0,.1300902,.4736052,.3470183,.0492864
"41007025050001001S",410079509005009,25050,1,-123.931617737,45.9858665466,132,"e1a0c24b-1f33-48bc-87c8-9bfbc518e902",1,.1290428,.4727389,.3484239,.0497944
"41007025053001001S",410079509005009,25053,1,-123.931213379,45.9858703613,136,"47b182ec-e786-471c-bcc1-18233fbd88d1",1,.0348921,.2338614,.4447812,.2864653
"41007025059001001S",410079509005031,25059,3,-123.930267334,45.985786438,146,"d5f31bd2-c970-4618-be2c-597451c5bc77",0,.0349882,.2341762,.4447939,.2860417
"41007025061001001S",410079511001054,25061,1,-123.910140991,45.9863014221,140,"496d5e30-9345-470c-b72b-ef54a2940a2e",1,.0254289,.4224504,.4578386,.094282
"41007025062001001S",410079509004007,25062,1,-123.928695679,45.9858512878,142,"fe977104-e072-41f8-9a41-7f7d4db2822e",1,.1302964,.4737743,.3467422,.0491871
"41007025063001001S",410079509005038,25063,1,-123.929710388,45.9857711792,140,"a300cead-ca71-41c9-90f8-797a07600741",1,.1297801,.4733501,.3474338,.0494361
"41007025065001001S",410079511001054,25065,2,-123.911468506,45.9863014221,232,"9a892fa2-7d6f-40cb-970a-c164fce2408a",0,.0049585,.1807292,.4857796,.3285327
"41007025067001001S",410079509005009,25067,1,-123.931655884,45.9857292175,146,"5e0f40be-5d4c-42b6-9933-866aad215f3b",1,.034799,.2335556,.4447682,.2868772
"41007025068001001S",410079511001054,25068,2,-123.914916992,45.9861946106,232,"0dad1d72-58e6-455e-8682-1e790e28eb3d",0,.0371329,.2410491,.4449185,.2768994
"41007025069001001S",410079509005009,25069,1,-123.931343079,45.9857292175,130,"479c6bd7-5052-4925-91bd-5e8b7ba5a0f4",1,.1290365,.4727336,.3484324,.0497975
"41007025070001001S",410079509005009,25070,1,-123.931137085,45.9857368469,136,"23eb024c-cc49-4f3c-aae5-b0b9b91b3d70",1,.0348656,.2337743,.4447775,.2865826
"41007025071001001S",410079509004007,25071,2,-123.927429199,45.9857711792,140,"c02d5e0e-83ec-4e93-bc47-ba1c85676038",0,.0229844,.4079388,.4673611,.1017158
"41007025072001001S",410079509005031,25072,2,-123.930770874,45.9857368469,136,"24e6d131-fc58-4506-a6b5-68e27a399bc4",0,.0349108,.2339227,.4447837,.2863829
"41007025073001001S",410079509004000,25073,2,-123.924125671,45.9858398438,451,"9e949497-3a62-4b2d-bd2e-0b96f9fa6d3b",1,.0005401,.0359533,.3391028,.6244038
"41007025074001001S",410079509005031,25074,1,-123.93056488,45.9857406616,120,"e0b2d4fb-8ef4-46d6-9916-4ab3bfefc7bc",1,.1293804,.4730196,.3479701,.0496299
"41007025075001001S",410079509004007,25075,1,-123.92665863,45.9857788086,140,"26fdd08d-acc5-4338-bddd-88eba58c3487",1,.0230817,.4085424,.4669767,.1013993
"41007025080001001S",410079511001054,25080,2,-123.914047241,45.986076355,232,"4a21d349-2def-48f0-a172-f078d5ea9a99",0,.0048487,.178778,.4850414,.3313318
"41007025081001001S",410079509005038,25081,2,-123.929298401,45.985748291,146,"e73b67fb-943d-42d8-8e0d-a68a71298891",0,.0043215,.1690175,.4809095,.3457515
"41007025085001001S",410079511001054,25085,2,-123.912826538,45.9860801697,232,"7fe45395-5bb2-40f1-ab87-bfd11fd8ec66",0,.0373939,.2418659,.4449141,.2758262
"41007025087001001S",410079511001054,25087,1,-123.912528992,45.9860839844,140,"5a7a8757-42cd-4ff1-ad6c-76e6d85d27b5",1,.1379115,.4796712,.3367143,.045703
"41007025088001001S",410079511001054,25088,2,-123.912239075,45.9860877991,232,"de37c5c7-1f31-440c-b0f8-b173c8120be1",0,.0374797,.2421332,.4449117,.2754754
"41007025093001001S",410079511001054,25093,2,-123.910751343,45.986114502,232,"25be0e50-dd36-4cd4-bd8e-fe40db7136ec",0,.0376981,.2428127,.4449038,.2745854
"41007025094001001S",410079511001054,25094,2,-123.911056519,45.9861068726,232,"aaae275a-e74d-401e-a134-1e3d53769e07",0,.0376523,.2426704,.4449057,.2747715
"41007025095001001S",410079511001054,25095,2,-123.914916992,45.9860115051,232,"e5f807da-3e50-4cdf-b9da-b66473010b0f",0,.0370814,.2408874,.4449189,.2771122
"41007025096001001S",410079509005016,25096,1,-123.931739807,45.985496521,134,"a3097efe-17eb-4270-abf4-eba5ceba0ac4",1,.1286469,.4724079,.3489569,.0499883
"41007025097001001S",410079511001054,25097,2,-123.910202026,45.9860916138,232,"2242afc8-d3f7-4cde-9e77-28aaa5b8b93a",0,.0377713,.2430395,.4449005,.2742887
"41007025099001001S",410079509005016,25099,1,-123.931411743,45.9853401184,122,"46340ba9-ce7f-4938-b46f-2e7d7b39b2ef",1,.1286433,.4724049,.3489617,.0499901
"41007025100001001S",410079509005016,25100,1,-123.931472778,45.985496521,130,"36fc99e3-ce89-4cd0-943b-298a24f5760f",1,.128763,.4725052,.3488005,.0499313
"41007025102001001S",410079509005016,25102,1,-123.931274414,45.9854774475,136,"c8f817a4-71ce-4eac-b5af-de28c577c39c",1,.0347785,.2334884,.4447653,.2869677
"41007025103001001S",410079509005030,25103,2,-123.930786133,45.9854393005,140,"5986b1c0-c566-4726-839b-e956e7604a35",0,.1290057,.4727079,.3484739,.0498126
"41007025105001001S",410079509005030,25105,2,-123.930366516,45.9854736328,137,"782e9756-f21d-469f-bfc5-17e0b6835881",0,.0348914,.2338589,.4447811,.2864687
"41007025106001001S",410079509004007,25106,2,-123.928726196,45.9855270386,156,"3ced041f-e460-4a00-ac69-7655ad520e0c",0,.0043245,.1690755,.4809363,.3456637
"41007025107001001S",410079509005039,25107,1,-123.929840088,45.9855003357,132,"9aacab32-50bb-4cad-a32f-96cbe56a723e",1,.1294703,.4730941,.3478494,.0495862
"41007025109001001S",410079509005039,25109,8,-123.929443359,45.9854354858,410,"b2fd988a-5cd3-430a-a579-904e9a3168c4",0,.0012769,.0581262,.3996887,.5409082
"41007025112001001S",410079509003041,25112,35,-123.916984558,45.9852600098,420,"d5ff8be2-09b8-45d1-b44b-12f5845a29e0",0,.0046889,.1758902,.4838961,.3355248
"41007025114001001S",410079509004000,25114,2,-123.924163818,45.9855613708,430,"875524ef-e5bd-4347-ab9f-2a16c6248819",1,.0043975,.1264545,.5144716,.3546764
"41007025115001001S",410079509005016,25115,2,-123.931694031,45.9852752686,135,"6d5a44db-e9d2-481c-8dca-58edf36417e3",1,.1284645,.4722548,.3492027,.0500779
"41007025116001001S",410079509004007,25116,2,-123.926872253,45.9853782654,140,"1041be9a-bf81-418a-a128-c3029858712b",0,.1306584,.4740697,.3462583,.0490137
"41007025117001001S",410079509004007,25117,2,-123.926452637,45.9852981567,146,"c767e5fe-95a5-48e5-a8a7-6381e439eb97",0,.0353414,.2353282,.4448351,.2844953
"41007025120001001S",410079509004007,25120,3,-123.92881012,45.9853515625,166,"8f288c61-d69a-492a-90ac-dc420ed58ae8",0,.0043106,.1688071,.4808121,.3460702
"41007025121001001S",410079509005039,25121,2,-123.929855347,45.9853439331,131,"a283323e-ae29-473c-9a7f-df467d73409d",0,.1293183,.472968,.3480536,.0496601
"41007025122001001S",410079509005030,25122,1,-123.93044281,45.9853057861,131,"9eddad64-ca9f-4e1e-afc1-d23ba3d6a73e",1,.129031,.472729,.3484398,.0498002
"41007025123001001S",410079509004007,25123,2,-123.927276611,45.985168457,140,"c5358195-1814-4309-83e2-86e81112356e",0,.1302848,.4737647,.3467578,.0491927
"41007025124001001S",410079509005030,25124,2,-123.930885315,45.985244751,142,"2e4df5d4-b0ce-4641-9b67-79630b227c08",0,.1287819,.472521,.348775,.049922
"41007025125001001S",410079511001061,25125,30,-123.908554077,45.9853858948,421,"54028878-5d09-4e65-a171-b57c009de18d",0,.0006206,.0391482,.350918,.6093131
"41007025130001001S",410079509003041,25130,4,-123.915512085,45.9857063293,646,"166e89c7-75f6-491f-b044-bbe4a4977677",0,.0047188,.1313331,.5182155,.3457326
"41007025134001001S",410079511001064,25134,1,-123.913673401,45.9856147766,130,"4ff74880-fc8c-4e1d-8632-cc4819a26a52",1,.1369251,.4789442,.3379953,.0461354
"41007025135001001S",410079509005039,25135,2,-123.92993927,45.9851455688,140,"97eab716-6aae-43a0-8ca7-43935a81203f",0,.1291005,.4727869,.3483464,.0497663
"41007025136001001S",410079511001064,25136,3,-123.913452148,45.9853515625,242,"65e66428-99b3-4f66-8e9e-244d11607166",1,.0048192,.1782492,.4848364,.3320952
"41007025137001001S",410079509005016,25137,3,-123.931808472,45.9851379395,157,"d8d69c4f-d02a-4a22-8a43-ee45fdb6fdf9",0,.0346208,.2329689,.4447418,.2876686
"41007025138001001S",410079511001064,25138,1,-123.913230896,45.9856033325,199,"6b1fda52-6c07-4ddb-86f9-dee0c890965d",1,.0048448,.1787077,.4850143,.3314333
"41007025139001001S",410079511001064,25139,3,-123.912902832,45.9856338501,242,"01caa447-5f93-4d40-8828-65362e526b9a",1,.0048589,.1789606,.4851117,.3310688
"41007025140001001S",410079509005039,25140,1,-123.929489136,45.9852409363,122,"d510e150-6eb9-419f-af5a-777f3143a0db",1,.1293839,.4730224,.3479655,.0496282
"41007025141001001S",410079509005030,25141,1,-123.930503845,45.9851760864,120,"ad5947e4-e78b-4718-a3f8-ba3028848aa3",1,.1288829,.4726054,.3486391,.0498726
"41007025142001001S",410079511001064,25142,1,-123.912391663,45.9854507446,130,"290694e4-7c79-45aa-8c44-e36bda78e5f5",1,.1373871,.4792861,.3373946,.0459322
"41007025143001001S",410079511001064,25143,1,-123.911956787,45.9856758118,130,"5887d723-0520-438e-8020-5004de2a88c6",1,.1378047,.479593,.3368527,.0457496
"41007025144001001S",410079511001064,25144,2,-123.911659241,45.9856872559,232,"c814f5a2-57a7-493b-9a6b-92ad9fdbb4d9",0,.0374501,.2420412,.4449126,.2755961
"41007025146001001S",410079511001064,25146,2,-123.911369324,45.9856910706,232,"bd17d2b1-e715-4cb7-9dce-acea6531d448",0,.0374932,.2421756,.4449113,.2754199
"41007025147001001S",410079509004007,25147,3,-123.928894043,45.9851760864,156,"139363f4-773d-416d-bebd-c57117fcb3d2",0,.0042966,.1685381,.480687,.3464783
"41007025148001001S",410079511001064,25148,1,-123.911071777,45.9856948853,140,"b64b6034-c0ce-49ea-bd98-595a731698c1",1,.1382487,.4799173,.3362776,.0455564
"41007025149001001S",410079511001064,25149,2,-123.910774231,45.9856987,232,"8bd95fbd-c120-4f4c-b5f2-81bc4f7c5a64",0,.0375797,.2424447,.4449084,.2750672
"41007025150001001S",410079511001064,25150,2,-123.910484314,45.9857025146,232,"698b6492-dc91-407c-b070-fd07125069f3",0,.0049521,.1806156,.4857374,.3286949
"41007025152001001S",410079511001064,25152,2,-123.910163879,45.9857063293,242,"ba009d72-53b8-478b-b890-eef877c708a6",1,.0376694,.2427233,.444905,.2747023
"41007025153001001S",410079509004000,25153,2,-123.924240112,45.985294342,430,"5f2b5665-ffa9-4868-aeaa-4caffd33c87e",1,.0005339,.0357008,.3381312,.625634
"41007025154001001S",410079511001064,25154,2,-123.909805298,45.9857444763,232,"5112d172-3f6e-4869-88a4-f8d91da87fcd",0,.0377312,.2429152,.4449024,.2744513
"41007025155001001S",410079509005030,25155,1,-123.930931091,45.9851112366,136,"ba03c19a-f10d-4bb6-b02f-041519228424",1,.0347233,.2333066,.4447573,.2872129
"41007025156001001S",410079509005039,25156,1,-123.929527283,45.9851417542,132,"d03c6477-1911-473b-9b6a-629b5cae71a5",1,.1292749,.472932,.3481118,.0496812
"41007025157001001S",410079509003041,25157,4,-123.915496826,45.9855690002,646,"c96702d0-b6c6-4f04-b72d-c0890a5e4ec2",0,.0047093,.1311903,.5181104,.34599
"41007025158001001S",410079509005016,25158,1,-123.931518555,45.9850540161,140,"170e1ec9-e219-49bd-baf6-cdc63a2cf80b",1,.1283326,.4721438,.3493807,.0501429
"41007025159001001S",410079511001064,25159,6,-123.914672852,45.985622406,200,"34e0a361-1497-4cb7-baa1-b4de98a25953",0,.024608,.4177241,.4610045,.0966633
"41007025160001001S",410079509005016,25160,2,-123.93195343,45.9849395752,145,"d9a2bdc5-4314-4105-85f6-cc7f49d057db",1,.1280436,.4719,.3497708,.0502857
"41007025161001001S",410079509005030,25161,1,-123.930549622,45.985042572,120,"a43c5529-1cdd-4d5d-b750-fd7f22513b23",1,.1287409,.4724866,.3488303,.0499422
"41007025163001001S",410079509005030,25163,1,-123.930976868,45.9849777222,130,"1b140987-4d6c-409c-9fa8-573520750c33",1,.1284951,.4722805,.3491616,.0500629
"41007025164001001S",410079509005039,25164,1,-123.929580688,45.9850120544,199,"43b7e382-404d-4c23-b925-dfe514746263",1,.004265,.1679281,.4804012,.3474058
"41007025165001001S",410079509004007,25165,2,-123.926246643,45.984992981,140,"c0d2802f-0e53-4dc6-a775-235346421041",0,.1305751,.4740019,.3463695,.0490535
"41007025166001001S",410079509005016,25166,1,-123.931556702,45.984954834,137,"ec016e99-5ca6-416a-8c9d-49cab3d77cf2",1,.0346027,.2329094,.444739,.2877489
"41007025167001001S",410079509004000,25167,4,-123.924804688,45.9848594666,433,"986da48b-c5c1-4d78-b795-515b0d446f1b",0,.0005267,.0354039,.3369813,.6270881
"41007025169001001S",410079509003041,25169,3,-123.915969849,45.9853630066,646,"ed9c748b-defb-4406-90ec-2fdd8e394ef2",0,.0046763,.1306982,.5177459,.3468795
"41007025170001001S",410079509003041,25170,3,-123.915771484,45.9853630066,646,"d092c8ad-adb2-4c54-83d0-dfd68373efcf",0,.0046838,.1308098,.5178288,.3466777
"41007025171001001S",410079509003041,25171,3,-123.915588379,45.9853668213,646,"fa003527-0eb9-4e48-9aeb-acc7d21f0109",0,.0046908,.1309147,.5179067,.3464878
"41007025172001001S",410079509003041,25172,3,-123.915390015,45.9853630066,646,"24806881-a14d-4d9b-a58b-f465a74fbf2f",0,.0046979,.1310214,.5179856,.3462951
"41007025173001001S",410079509004007,25173,2,-123.928291321,45.9849472046,140,"7874235e-048f-4b4a-8828-e488fd53ca2a",0,.0226642,.4059366,.4686287,.1027704
"41007025174001001S",410079509004007,25174,1,-123.928947449,45.9850158691,140,"a1ec1ed9-51c0-4630-9633-3843263103be",1,.1294079,.4730424,.3479332,.0496165
"41007025175001001S",410079509005039,25175,1,-123.930015564,45.9849472046,130,"198df10e-5d4b-4e4b-9771-66b9fec3e82e",1,.1288829,.4726054,.3486391,.0498726
"41007025176001001S",410079509004007,25176,2,-123.928695679,45.9847831726,140,"996419b3-ad46-42e5-8a5d-afa078150003",0,.0225726,.4053586,.4689927,.1030763
"41007025177001001S",410079511001064,25177,2,-123.909797668,45.9855384827,232,"a68fee2d-eb0e-4cff-b9c5-8fa3be0763fd",0,.0049656,.1808541,.4858259,.3283544
"41007025178002001S",410079509005030,25178,1,-123.930603027,45.9849090576,192,"c2caff24-cad5-401c-b88a-87ea6b38963b",1,.0223759,.4041116,.4697745,.1037381
"41007025178002002S",410079509005030,25178,1,-123.930603027,45.9849090576,192,"05459961-b9d3-46c6-a084-6655f1795193",1,.128596,.4723652,.3490255,.0500133
"41007025179001001S",410079511001064,25179,1,-123.911628723,45.9854164124,147,"3ab9dfbd-9e22-4341-b792-ebbe6a787987",1,.0048896,.1795074,.4853207,.3302823
"41007025180001001S",410079509004007,25180,1,-123.928001404,45.9848060608,130,"45aaa165-30de-49e1-88b0-bc3d74be2bef",1,.1296323,.4732281,.347632,.0495076
"41007025181001001S",410079509004007,25181,2,-123.92767334,45.9848136902,146,"11316a1e-71b9-4c34-8bb7-c2530eaea261",0,.035054,.2343913,.4448022,.2857525
"41007025182001001S",410079511001064,25182,1,-123.911323547,45.9854164124,141,"ae5c445e-3a99-4900-b35a-056f4dc4b59d",1,.0250192,.4201091,.4594148,.095457
"41007025183001001S",410079511001064,25183,1,-123.91104126,45.9854202271,141,"080ace11-4c40-4e5b-ba1e-6a9fc097a107",1,.0250592,.4203392,.4592606,.0953411
"41007025184001001S",410079511001064,25184,1,-123.91192627,45.9853134155,141,"5ae19d55-8f4f-4877-b1a2-c2dbd710e558",1,.0249057,.4194546,.4598526,.095787
"41007025185001001S",410079511001064,25185,1,-123.910766602,45.9854202271,147,"c829cc3d-1dff-4a15-b834-998fa1134895",1,.0049216,.1800763,.4855357,.3294664
"41007025186001001S",410079511001064,25186,1,-123.910339355,45.9854431152,144,"c2bf9710-b539-4e53-a079-6b9932f4691f",1,.0251657,.4209501,.4588503,.0950338
"41007025187001001S",410079509005030,25187,1,-123.931030273,45.9848480225,130,"255c7330-8bfe-4fb3-a5df-a07c603db01a",1,.1283502,.4721587,.3493568,.0501342
"41007025188001001S",410079509005039,25188,2,-123.929634094,45.98487854,146,"65816192-2bf5-407d-8514-446e3fbab6f3",0,.0042549,.167733,.4803092,.347703
"41007025189001001S",410079509005016,25189,1,-123.931739807,45.9847602844,131,"3b3af1d8-34fc-4d2d-a2e2-091fa7bbec7a",1,.1279675,.4718356,.3498735,.0503234
"41007025190001001S",410079509004007,25190,1,-123.929016113,45.9848747253,140,"cd9c0811-ed9f-4670-b77a-e52b6876cc97",1,.1292499,.4729112,.3481455,.0496934
"41007025191001001S",410079511001064,25191,1,-123.913734436,45.9852676392,130,"51903bac-5fc6-44bb-b1fd-6c6392057f41",1,.0246414,.417919,.4608752,.0965643
"41007025192001001S",410079511001064,25192,1,-123.91317749,45.9852561951,130,"b52e4a9d-8067-47d2-a0d7-2f6cb0582edc",1,.0247155,.4183508,.4605883,.0963454
"41007025194001001S",410079509004007,25194,2,-123.927139282,45.9848518372,140,"330e31c8-7aaa-4ba4-9780-a6b47f206377",0,.1300491,.4735714,.3470733,.0493062
"41007025195001001S",410079509005016,25195,2,-123.931549072,45.9847259521,141,"06e9598e-7a7d-4d7e-8bfa-e6cd09897347",0,.1280176,.4718779,.3498059,.0502986
"41007025196001001S",410079509005039,25196,1,-123.93006897,45.9848136902,130,"fb46b986-1ac5-4b27-9298-923c716f33a9",1,.128738,.4724842,.3488342,.0499436
"41007025197001001S",410079509005016,25197,1,-123.932067871,45.9847488403,137,"74400c8b-5e7d-4cbf-ada3-94fb35272f5f",1,.0344846,.2325193,.4447201,.288276
"41007025198001001S",410079509005030,25198,1,-123.930648804,45.9847793579,120,"363db235-a045-48fe-b49d-4cf9a2109d5c",1,.1284512,.4722436,.3492207,.0500845
"41007025199001001S",410079509005030,25199,2,-123.931106567,45.9846496582,143,"6b4a98a8-b573-48cd-b9f6-51e9394e7451",0,.1281332,.4719757,.3496497,.0502414
"41007025200001001S",410079511001064,25200,1,-123.909797668,45.985332489,140,"b6e1af26-a475-4c9c-9fcb-2a16b643e5e4",1,.025212,.4212149,.4586723,.0949009
"41007025201001001S",410079509005039,25201,1,-123.9296875,45.9847450256,130,"0cc8e10b-e847-4930-a799-5ea8590acd65",1,.1288398,.4725694,.3486971,.0498937
"41007025206001001S",410079509003041,25206,6,-123.915664673,45.9850921631,146,"78828821-763a-4300-b846-8682789e039b",0,.0367254,.2397654,.4449173,.2785919
"41007025207001001S",410079509004007,25207,2,-123.926292419,45.9847412109,140,"1be758b3-e2d6-40a3-9030-ddd1af6ef70f",0,.1303202,.4737937,.3467104,.0491757
"41007025208001001S",410079509005039,25208,4,-123.930114746,45.9846839905,156,"043b42c8-87f7-446a-b1bb-3ad7144da471",0,.0042277,.1672063,.4800591,.3485069
"41007025209001001S",410079511001064,25209,1,-123.910263062,45.9852409363,146,"ee5a12f4-a300-4c59-8a2e-8b0529d97bb9",1,.0049273,.1801767,.4855735,.3293225
"41007025211001001S",410079509004007,25211,1,-123.927383423,45.9846534729,141,"6212c72b-64d6-4091-8971-374f736c983b",1,.1297594,.473333,.3474616,.0494461
"41007025212001001S",410079509005030,25212,1,-123.930633545,45.9845619202,122,"58eb0f1f-4408-47d8-b019-830c570f4bb6",1,.1282595,.4720822,.3494793,.050179
"41007025215001001S",410079509005039,25215,1,-123.929733276,45.9846153259,130,"66bc0387-0223-42fc-be40-098c3845889c",1,.128695,.4724482,.3488921,.0499647
"41007025218001001S",410079509005008,25218,1,-123.932258606,45.9845275879,133,"623022ac-5db3-4a6f-bce4-9b9ed09e1b13",1,.1275305,.4714645,.3504645,.0505405
"41007025219001001S",410079509004007,25219,1,-123.9270401,45.9846000671,140,"b86afdad-2693-43d5-a3ce-caaa94a004d1",1,.1298598,.4734158,.3473269,.0493975
"41007025220001001S",410079509005039,25220,2,-123.930290222,45.984500885,146,"5f551443-83be-4f62-8904-b131cc3b7fd8",0,.0346394,.2330305,.4447447,.2875854
"41007025222001001S",410079511001064,25222,1,-123.909797668,45.9851264954,141,"42d0d50a-cdc6-403f-900d-96dbc8f8fccf",1,.0251559,.4208944,.4588878,.0950619
"41007025223001001S",410079511001064,25223,1,-123.91192627,45.9849128723,146,"851dc0a6-8a10-4503-bd9c-289970b7c37d",1,.0048434,.1786842,.4850052,.3314672
"41007025224001001S",410079509005039,25224,1,-123.930099487,45.9844665527,130,"3b10ffb1-0f7c-4491-9e44-0c4f73438830",1,.1284015,.4722019,.3492877,.050109
"41007025228001001S",410079511001064,25228,1,-123.911125183,45.9849243164,146,"a2e068f4-facb-42c9-8761-1fc9e0068cd9",1,.0048733,.1792174,.4852101,.3306992
"41007025229001001S",410079511001064,25229,1,-123.911399841,45.9848747253,140,"432601ad-c6fe-4d12-97c7-636688deb28e",1,.0248603,.4191918,.4600281,.0959198
"41007025230001001S",410079511001064,25230,1,-123.910812378,45.9850120544,140,"0a6da66b-8385-4561-8b8a-8a235947b88a",1,.0249804,.4198854,.4595646,.0955697
"41007025232001001S",410079509004007,25232,2,-123.926361084,45.9845237732,156,"f13d9d7a-a859-41de-b09a-5bdcadcd2978",0,.0351443,.2346863,.4448131,.2853563
"41007025233001001S",410079509005039,25233,1,-123.929908752,45.9844322205,130,"ab395061-10c9-452a-8dc6-67c239f3e1aa",1,.1284525,.4722447,.349219,.0500839
"41007025235001001S",410079509005008,25235,2,-123.931694031,45.9843559265,140,"f5a7a126-b4de-4caf-bf74-e1f0b18238da",0,.1276133,.4715349,.3503526,.0504993
"41007025237001001S",410079511001064,25237,1,-123.910202026,45.9850120544,140,"d92e26d3-55c8-4f44-8899-f39ea96421ea",1,.0250669,.4203835,.4592308,.0953187
"41007025238001001S",410079509005039,25238,3,-123.929718018,45.9843978882,234,"8e7a6a5e-2983-4bb2-8b97-55225e86b3c8",0,.0346837,.2331764,.4447514,.2873886
"41007025240001001S",410079511001064,25240,1,-123.911689758,45.9848213196,140,"69080c46-b09b-47fb-87c1-c315fb078073",1,.0248056,.4188744,.4602397,.0960803
"41007025241001001S",410079509004008,25241,2,-123.928230286,45.9843940735,140,"4b1fd740-4044-4fb7-b793-e7749a45e353",0,.1291494,.4728276,.3482806,.0497424
"41007025242001001S",410079509005029,25242,1,-123.931350708,45.9842948914,132,"29ac47b3-1f89-4468-b912-9674ba68a12d",1,.1277037,.4716118,.3502303,.0504543
"41007025244001001S",410079509004007,25244,1,-123.928825378,45.9844017029,130,"6c29fa30-c5ec-4fa9-94fa-0652a12d1f2d",1,.1288932,.472614,.3486252,.0498675
"41007025246001001S",410079509004007,25246,3,-123.929244995,45.9843254089,232,"842bfd1e-d187-481c-a182-bf49da243726",0,.0347241,.2333093,.4447574,.2872092
"41007025247001001S",410079509005029,25247,1,-123.931159973,45.9842605591,136,"5a0fd890-d5f6-42ee-aa4b-013068cb7ad4",1,.0344667,.2324599,.4447171,.2883563
"41007025248001001S",410079509004000,25248,1,-123.925170898,45.9845161438,454,"282ca7de-0278-40a1-a7ac-2850f81b7491",1,.0005215,.0351867,.3361351,.6281568
"41007025249001001S",410079511001064,25249,1,-123.909790039,45.9849205017,141,"b9ac665b-75a6-43c4-8a41-243013969bbb",1,.0251003,.4205756,.459102,.0952221
"41007025250001001S",410079509005008,25250,1,-123.932258606,45.9842605591,131,"7d3c07c0-1f0e-4bb4-bf12-89abe9fd1d63",1,.1272814,.4712518,.3508019,.0506648
"41007025251001001S",410079509004008,25251,2,-123.927940369,45.9842605591,140,"70824c8f-86c7-48bc-be3e-bd9758793ff8",0,.129152,.4728298,.3482771,.0497411
"41007025252001001S",410079509005029,25252,2,-123.930969238,45.9842262268,131,"8de3339f-af71-4bc5-89e9-13fa89c1ddda",0,.1278044,.4716974,.350094,.0504042
"41007025253001001S",410079509004007,25253,1,-123.926498413,45.9843215942,140,"2471c0c9-7725-4f0b-b32f-77b54400f151",1,.1298442,.4734029,.3473478,.049405
"41007025254001001S",410079509003046,25254,1,-123.924301147,45.9844169617,132,"4236711b-dd32-47a2-8e24-c12f4b998e52",1,.1309072,.4742719,.345926,.0488949
"41007025255001001S",410079509005029,25255,7,-123.930778503,45.9841918945,410,"9a9e47e8-c567-4bd9-905f-0251c1c3746f",0,.0012391,.0570967,.3971486,.5445156
"41007025256001001S",410079509004008,25256,2,-123.927650452,45.9842834473,140,"313b360a-2bf1-48fb-b498-389226767408",0,.0225721,.4053555,.4689946,.1030779
"41007025257001001S",410079509003046,25257,1,-123.923927307,45.9844017029,120,"1f592554-7a46-4156-9706-64845f36a935",1,.1310647,.4743995,.3457159,.0488199
"41007025259001001S",410079511001064,25259,1,-123.913543701,45.9846725464,146,"c6faf36d-7773-4119-b3d3-8fcadef48c07",1,.0047688,.1773413,.4844796,.3334104
"41007025263001001S",410079511001064,25263,1,-123.91078949,45.9848022461,146,"7f6e1ad4-181c-4d55-8e0d-aad865f09474",1,.004877,.1792839,.4852355,.3306035
"41007025264001001S",410079509005008,25264,2,-123.931869507,45.9841766357,146,"07589d71-24bf-4d9d-82cb-1d814918a5f7",0,.0041438,.1655646,.479265,.3510267
"41007025266001001S",410079509004007,25266,1,-123.928886414,45.9842567444,130,"7050675e-7671-4716-b2b9-ef20724784e1",1,.1287366,.472483,.3488361,.0499443
"41007025268001001S",410079511001064,25268,1,-123.912315369,45.984664917,140,"8b2d21fc-95b0-4f90-ba96-f364c3399897",1,.0246759,.4181204,.4607415,.0964622
"41007025271001001S",410079509005008,25271,1,-123.932304382,45.9841537476,131,"87a6ab07-82ca-4328-b9e2-1a315f63da44",1,.1271662,.4711532,.3509581,.0507225
